Country Name,Country Code,Time,Time Code,"Completion rate, lower secondary education, adjusted gender parity index (GPIA) [UIS.CR.2.GPIA]","Completion rate, lower secondary education, adjusted location parity index (LPIA) [UIS.CR.2.LPIA]","Completion rate, lower secondary education, adjusted wealth parity index (WPIA) [UIS.CR.2.WPIA]","Completion rate, lower secondary education, both sexes (%) [UIS.CR.2]","Enrolment in lower secondary education, both sexes (number) [UIS.E.2]","Enrolment in secondary education, both sexes (number) [SE.SEC.ENRL]","Gross enrolment ratio, lower secondary, both sexes (%) [SE.SEC.ENRR.LO]","Gross enrolment ratio, primary and lower secondary, both sexes (%) [UIS.GER.12]","School life expectancy, primary and secondary, both sexes (years) [UIS.SLE.123]","School life expectancy, primary and lower secondary, gender parity index (GPI) [UIS.SLE.1T2.GPI]","School life expectancy, primary and lower secondary, both sexes (years) [UIS.SLE.12]","School life expectancy, secondary, both sexes (years) [UIS.SLE.23]","Gross enrolment ratio, secondary, both sexes (%) [SE.SEC.ENRR]","Completion rate, upper secondary education, adjusted gender parity index (GPIA) [UIS.CR.3.GPIA]","Completion rate, upper secondary education, adjusted location parity index (LPIA) [UIS.CR.3.LPIA]","Completion rate, upper secondary education, adjusted wealth parity index (WPIA) [UIS.CR.3.WPIA]","Completion rate, upper secondary education, both sexes (%) [UIS.CR.3]"
American Samoa,ASM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,1993,YR1993,..,..,..,..,..,402394,..,..,9.76917,..,..,6.63213,94.7447,..,..,..,..
Aruba,ABW,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1993,YR1993,..,..,..,..,1079750,2029407,108.47551,106.89602,14.16855,1.01868,10.70015,7.80742,134.35475,..,..,..,..
Austria,AUT,1993,YR1993,..,..,..,..,..,768176,..,..,12.63595,..,..,8.50348,106.29354,..,..,..,..
Azerbaijan,AZE,1993,YR1993,..,..,..,..,672257,887952,94.89647,101.57507,9.6918,0.96301,8.04559,6.39103,91.30049,..,..,..,..
"Bahamas, The",BHS,1993,YR1993,..,..,..,..,..,29863,..,..,11.50344,..,..,5.74351,95.88069,..,..,..,..
Bahrain,BHR,1993,YR1993,..,..,..,..,..,51513,..,..,12.70545,..,..,6.17278,101.84058,..,..,..,..
Bangladesh,BGD,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,1993,YR1993,..,..,..,..,..,970300,..,..,10.35525,..,..,6.45381,92.19729,..,..,..,..
Belgium,BEL,1993,YR1993,..,..,..,..,383115,1040586,159.85972,116.77247,14.301,1.0486,9.34563,8.15256,141.39991,..,..,..,..
Belize,BLZ,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1993,YR1993,..,..,..,..,..,90658,..,..,10.673,..,..,2.75963,54.11481,..,..,..,..
Brazil,BRA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1993,YR1993,..,..,..,..,..,28210,..,..,12.21087,..,..,5.30684,75.79666,..,..,..,..
Bulgaria,BGR,1993,YR1993,..,..,..,..,..,822109,..,..,10.27892,..,..,6.5004,92.86282,..,..,..,..
Burkina Faso,BFA,1993,YR1993,..,..,..,..,..,115753,..,..,2.71226,..,..,0.56542,7.93456,..,..,..,..
Burundi,BDI,1993,YR1993,..,..,..,..,..,55713,..,..,4.74124,..,..,0.54048,6.91803,..,..,..,..
Cabo Verde,CPV,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,1993,YR1993,..,..,..,..,1205334,2402531,104.99032,103.4527,12.43901,0.98723,9.31234,6.27638,104.60627,..,..,..,..
Cayman Islands,CYM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1993,YR1993,..,..,..,..,..,1110657,..,..,10.39511,..,..,4.35896,72.64937,..,..,..,..
China,CHN,1993,YR1993,..,..,..,..,..,55100000,..,..,8.66847,..,..,2.69845,44.97418,..,..,..,..
Colombia,COL,1993,YR1993,..,..,..,..,..,2829435,..,..,9.45123,..,..,3.71522,61.92027,..,..,..,..
Comoros,COM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,1993,YR1993,..,..,..,..,..,1218760,..,..,6.48051,..,..,1.54936,24.35872,..,..,..,..
"Congo, Rep.",COG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,1993,YR1993,..,..,..,..,..,160291,..,..,8.78008,..,..,2.42916,47.64312,..,..,..,..
Cote d'Ivoire,CIV,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,1993,YR1993,..,..,..,..,..,420705,..,..,9.66834,..,..,6.45871,80.73387,..,..,..,..
Cuba,CUB,1993,YR1993,..,..,..,..,..,819712,..,..,11.01149,..,..,5.0417,84.02838,..,..,..,..
Curacao,CUW,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1993,YR1993,..,..,..,..,..,51641,..,..,11.65628,..,..,5.5943,93.23836,..,..,..,..
Czech Republic,CZE,1993,YR1993,..,..,..,..,586277,1200260,91.82444,96.66744,11.14304,1.02244,7.77985,7.03617,87.95214,..,..,..,..
Denmark,DNK,1993,YR1993,..,..,..,..,226299,448596,118.32689,105.8394,12.46108,1.00135,9.46593,6.54496,111.57023,..,..,..,..
Djibouti,DJI,1993,YR1993,..,..,..,..,..,9740,..,..,2.56651,..,..,0.68623,9.80323,..,..,..,..
Dominica,DMA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1993,YR1993,..,..,..,..,..,814359,..,..,11.00828,..,..,3.43025,57.17087,..,..,..,..
"Egypt, Arab Rep.",EGY,1993,YR1993,..,..,..,..,..,5515092,..,..,8.48767,..,..,4.18288,69.71463,..,..,..,..
El Salvador,SLV,1993,YR1993,..,..,..,..,..,326237,..,..,8.87961,..,..,2.68066,44.6777,..,..,..,..
Equatorial Guinea,GNQ,1993,YR1993,..,..,..,..,..,17535,..,..,7.53809,..,..,1.9032,27.18858,..,..,..,..
Eritrea,ERI,1993,YR1993,..,..,..,..,..,60955,..,..,3.96772,..,..,1.2076,20.12659,..,..,..,..
Estonia,EST,1993,YR1993,..,..,..,..,..,123920,..,..,11.219,..,..,5.84069,97.34485,..,..,..,..
Eswatini,SWZ,1993,YR1993,..,..,..,..,..,50634,..,..,9.22455,..,..,2.27148,45.42959,..,..,..,..
Ethiopia,ETH,1993,YR1993,..,..,..,..,..,720825,..,..,1.95247,..,..,0.64998,10.83308,..,..,..,..
Faroe Islands,FRO,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,1993,YR1993,..,..,..,..,..,443831,..,..,12.90707,..,..,6.94838,116.37928,..,..,..,..
France,FRA,1993,YR1993,..,..,..,..,..,5573582,..,..,12.5099,..,..,7.28129,105.30613,..,..,..,..
French Polynesia,PYF,1993,YR1993,..,..,..,..,..,22366,..,..,11.67574,..,..,5.41119,77.30273,..,..,..,..
Gabon,GAB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,1993,YR1993,..,..,..,..,..,25929,..,..,5.06136,..,..,1.25108,20.85129,..,..,..,..
Georgia,GEO,1993,YR1993,..,..,..,..,..,466166,..,..,8.96846,..,..,5.47228,78.17537,..,..,..,..
Germany,DEU,1993,YR1993,..,..,..,..,4999961,7933806,100.20723,100.46887,13.5377,1.0017,10.04589,9.50425,105.60277,..,..,..,..
Ghana,GHA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,1993,YR1993,..,..,..,..,436103,843403,94.04386,91.7489,10.79725,0.99751,8.28165,5.33692,89.62618,..,..,..,..
Greenland,GRL,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1993,YR1993,..,..,..,..,..,10213,..,..,14.19843,..,..,5.54572,110.91442,..,..,..,..
Guam,GUM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,1993,YR1993,..,..,..,..,..,334383,..,..,6.32048,..,..,1.41229,23.5381,..,..,..,..
Guinea,GIN,1993,YR1993,..,..,..,..,..,106811,..,..,3.09563,..,..,0.74555,12.42591,..,..,..,..
Guinea-Bissau,GNB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,1993,YR1993,..,..,..,..,..,203192,..,..,8.10245,..,..,1.57098,31.41968,..,..,..,..
"Hong Kong SAR, China",HKG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,1993,YR1993,..,..,..,..,..,30233,..,..,14.09966,..,..,7.18075,102.58211,..,..,..,..
India,IND,1993,YR1993,..,..,..,..,..,62245635,..,..,7.82996,..,..,3.17401,45.34304,..,..,..,..
Indonesia,IDN,1993,YR1993,..,..,..,..,..,10969305,..,..,9.24721,..,..,2.62376,43.72927,..,..,..,..
"Iran, Islamic Rep.",IRN,1993,YR1993,..,..,..,..,..,6322988,..,..,9.71815,..,..,4.31967,61.70955,..,..,..,..
Iraq,IRQ,1993,YR1993,..,..,..,..,..,1144938,..,..,7.99188,..,..,2.52787,41.21189,..,..,..,..
Ireland,IRL,1993,YR1993,..,..,..,..,207904,381630,98.89406,99.85859,11.40271,1.0066,8.90945,5.46008,109.20157,..,..,..,..
Isle of Man,IMN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1993,YR1993,..,..,..,..,..,515297,..,..,11.68786,..,..,5.53431,92.23853,..,..,..,..
Italy,ITA,1993,YR1993,..,..,..,..,..,4892194,..,..,11.67541,..,..,6.67486,83.43572,..,..,..,..
Jamaica,JAM,1993,YR1993,..,..,..,..,..,235071,..,..,10.48628,..,..,4.57856,65.40797,..,..,..,..
Japan,JPN,1993,YR1993,..,..,..,..,..,10255337,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,1993,YR1993,..,..,..,..,..,458450,..,..,10.52788,..,..,4.68613,78.10224,..,..,..,..
Kazakhstan,KAZ,1993,YR1993,..,..,..,..,..,2064100,..,..,10.42889,..,..,6.68269,95.46702,..,..,..,..
Kenya,KEN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1993,YR1993,..,..,..,..,..,4461857,..,..,11.78742,..,..,5.58665,93.79379,..,..,..,..
Kosovo,XKX,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1993,YR1993,..,..,..,..,..,177675,..,..,7.60291,..,..,4.88741,61.0926,..,..,..,..
Kyrgyz Republic,KGZ,1993,YR1993,..,..,..,..,..,635393,..,..,10.09597,..,..,6.75672,96.52453,..,..,..,..
Lao PDR,LAO,1993,YR1993,..,..,..,..,..,139819,..,..,6.81116,..,..,1.40924,22.00956,..,..,..,..
Latvia,LVA,1993,YR1993,..,..,..,..,163528,246877,95.55385,92.3037,10.67186,..,8.32588,7.12367,89.04587,..,..,..,..
Lebanon,LBN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,1993,YR1993,..,..,..,..,..,55984,..,..,8.34693,..,..,1.32179,24.5601,..,..,..,..
Liberia,LBR,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1993,YR1993,..,..,..,..,..,356678,..,..,10.52677,..,..,6.75065,84.38308,..,..,..,..
Luxembourg,LUX,1993,YR1993,..,..,..,..,..,21989,..,..,..,..,..,5.05511,72.21584,..,..,..,..
"Macao SAR, China",MAC,1993,YR1993,..,..,..,..,..,20383,..,..,10.83439,..,..,4.57839,76.30653,..,..,..,..
Madagascar,MDG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,1993,YR1993,..,..,..,..,..,245096,..,..,7.1222,..,..,1.13003,18.83384,..,..,..,..
Malaysia,MYS,1993,YR1993,..,..,..,..,..,1572837,..,..,9.70086,..,..,3.87201,64.53342,..,..,..,..
Maldives,MDV,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,1993,YR1993,..,..,..,..,..,102781,..,..,2.50194,..,..,0.50276,8.37933,..,..,..,..
Malta,MLT,1993,YR1993,..,..,..,..,..,34619,..,..,12.2108,..,..,6.02002,85.91175,..,..,..,..
Marshall Islands,MHL,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,1993,YR1993,..,..,..,..,..,43034,..,..,4.46432,..,..,0.8502,14.17,..,..,..,..
Mauritius,MUS,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1993,YR1993,..,..,..,..,..,6782886,..,..,9.98714,..,..,3.32862,55.47695,..,..,..,..
"Micronesia, Fed. Sts.",FSM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,1993,YR1993,..,..,..,..,..,441955,..,..,9.61884,..,..,5.92462,84.6375,..,..,..,..
Monaco,MCO,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1993,YR1993,..,..,..,..,198000,242191,75.9415,77.7749,7.12865,1.14764,6.21377,4.71195,67.31361,..,..,..,..
Montenegro,MNE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1993,YR1993,..,..,..,..,..,1274982,..,..,6.28741,..,..,2.21307,36.88453,..,..,..,..
Mozambique,MOZ,1993,YR1993,..,..,..,..,..,163747,..,..,3.66751,..,..,0.49183,7.05182,..,..,..,..
Myanmar,MMR,1993,YR1993,..,..,..,..,..,1439735,..,..,6.99349,..,..,1.42545,23.75757,..,..,..,..
Namibia,NAM,1993,YR1993,..,..,..,..,..,92725,..,..,11.03638,..,..,2.56356,51.27121,..,..,..,..
Nauru,NRU,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1993,YR1993,..,..,..,..,637367,910114,43.8533,89.61254,7.64124,0.63583,7.02424,1.9326,38.65192,..,..,..,..
Netherlands,NLD,1993,YR1993,..,..,..,..,..,1369507,..,..,12.83818,..,..,7.02487,123.2094,..,..,..,..
New Caledonia,NCL,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,1993,YR1993,..,..,..,..,..,376947,..,..,13.14666,..,..,7.13687,101.95527,..,..,..,..
Nicaragua,NIC,1993,YR1993,..,..,..,..,..,238399,..,..,7.96619,..,..,2.18304,43.66074,..,..,..,..
Niger,NER,1993,YR1993,..,..,..,..,..,80009,..,..,2.04708,..,..,0.44234,6.31921,..,..,..,..
Nigeria,NGA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,1993,YR1993,..,..,..,..,..,200661,..,..,9.8207,..,..,6.01033,75.12917,..,..,..,..
Northern Mariana Islands,MNP,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1993,YR1993,..,..,..,..,..,380916,..,..,12.56048,..,..,6.61769,112.96609,..,..,..,..
Oman,OMN,1993,YR1993,..,..,..,..,97528,140201,71.51824,82.08262,8.9571,0.92414,7.46297,3.63967,57.00317,..,..,..,..
Pakistan,PAK,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,1993,YR1993,..,..,..,..,..,206509,..,..,9.64735,..,..,3.63991,60.66514,..,..,..,..
Papua New Guinea,PNG,1993,YR1993,..,..,..,..,..,77665,..,..,4.37062,..,..,0.68806,11.4677,..,..,..,..
Paraguay,PRY,1993,YR1993,..,..,..,..,..,214272,..,..,8.9084,..,..,2.20614,36.76899,..,..,..,..
Peru,PER,1993,YR1993,..,..,..,..,..,1719854,..,..,10.07698,..,..,3.25723,65.14458,..,..,..,..
Philippines,PHL,1993,YR1993,..,..,..,..,..,4421649,..,..,9.55189,..,..,3.03948,74.97154,..,..,..,..
Poland,POL,1993,YR1993,..,..,..,..,..,3555919,..,..,11.70815,..,..,5.72774,95.46237,..,..,..,..
Portugal,PRT,1993,YR1993,..,..,..,..,488948,898483,104.94946,114.47152,12.65136,0.9955,10.21852,5.58132,93.6227,..,..,..,..
Puerto Rico,PRI,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,1993,YR1993,..,..,..,..,..,35013,..,..,10.55667,..,..,5.27077,88.87902,..,..,..,..
Romania,ROU,1993,YR1993,..,..,..,..,..,2451624,..,..,9.76022,..,..,6.2267,77.83378,..,..,..,..
Russian Federation,RUS,1993,YR1993,..,..,..,..,..,14079246,..,..,9.7292,..,..,6.44475,92.06791,..,..,..,..
Rwanda,RWA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,1993,YR1993,..,..,..,..,..,1159,..,..,8.45595,..,..,3.75081,46.88511,..,..,..,..
Sao Tome and Principe,STP,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,1993,YR1993,..,..,..,..,..,9111,..,..,11.75707,..,..,5.74126,112.80178,..,..,..,..
Sierra Leone,SLE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,1993,YR1993,..,..,..,..,155834,205683,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,1993,YR1993,..,..,..,..,..,657010,..,..,11.00454,..,..,6.97341,87.16759,..,..,..,..
Slovenia,SVN,1993,YR1993,..,..,..,..,..,211426,..,..,10.81291,..,..,7.06413,88.30168,..,..,..,..
Solomon Islands,SLB,1993,YR1993,..,..,..,..,..,7351,..,..,6.93238,..,..,0.85576,17.11525,..,..,..,..
Somalia,SOM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,1993,YR1993,..,..,..,..,1925954,4859965,107.71585,107.00748,12.95308,0.98065,8.51092,7.67364,109.62343,..,..,..,..
Sri Lanka,LKA,1993,YR1993,..,..,..,..,..,2246642,..,..,11.35668,..,..,6.00116,85.73091,..,..,..,..
St. Kitts and Nevis,KNA,1993,YR1993,..,..,..,..,..,4402,..,..,12.80734,..,..,5.01462,83.57699,..,..,..,..
St. Lucia,LCA,1993,YR1993,..,..,..,..,..,10356,..,..,13.17267,..,..,3.4403,68.80606,..,..,..,..
St. Martin (French part),MAF,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,1993,YR1993,..,..,..,..,..,30016,..,..,12.08167,..,..,3.78594,54.08483,..,..,..,..
Sweden,SWE,1993,YR1993,..,..,..,..,326491,755649,108.94,105.84304,13.23222,1.02264,9.4869,7.01352,120.75874,..,..,..,..
Switzerland,CHE,1993,YR1993,..,..,..,..,293941,558487,129.62762,106.77681,12.67406,0.99828,9.60887,6.95402,99.49246,..,..,..,..
Syrian Arab Republic,SYR,1993,YR1993,..,..,..,..,..,916950,..,..,9.17469,..,..,2.7528,45.12609,..,..,..,..
Tajikistan,TJK,1993,YR1993,..,..,..,..,..,786964,..,..,9.85548,..,..,6.47878,92.55395,..,..,..,..
Tanzania,TZA,1993,YR1993,..,..,..,..,..,198421,..,..,5.60892,..,..,0.32338,5.38973,..,..,..,..
Thailand,THA,1993,YR1993,..,..,..,..,..,2717672,..,..,8.23856,..,..,2.25378,37.563,..,..,..,..
Timor-Leste,TLS,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,1993,YR1993,..,..,..,..,..,16570,..,..,14.06187,..,..,7.48612,106.94462,..,..,..,..
Trinidad and Tobago,TTO,1993,YR1993,..,..,..,..,..,100278,..,..,10.64684,..,..,3.96591,79.92189,..,..,..,..
Tunisia,TUN,1993,YR1993,..,..,..,..,..,639403,..,..,10.32874,..,..,3.41688,48.81256,..,..,..,..
Turkey,TUR,1993,YR1993,..,..,..,..,..,4299810,..,..,8.63512,..,..,3.49657,57.94786,..,..,..,..
Turkmenistan,TKM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,1993,YR1993,..,..,..,..,..,261762,..,..,5.40564,..,..,0.60913,10.15215,..,..,..,..
Ukraine,UKR,1993,YR1993,..,..,..,..,..,4701000,..,..,9.82642,..,..,6.29521,89.93164,..,..,..,..
United Arab Emirates,ARE,1993,YR1993,..,..,..,..,..,129683,..,..,10.38634,..,..,4.28568,72.10059,..,..,..,..
United Kingdom,GBR,1993,YR1993,..,..,..,..,2157323,4868593,105.23455,..,..,..,..,7.04497,101.00895,..,..,..,..
United States,USA,1993,YR1993,..,..,..,..,..,..,100.76754,102.88127,12.0326,0.98648,9.27146,5.78416,96.49262,..,..,..,..
Uruguay,URY,1993,YR1993,..,..,..,..,..,266840,..,..,11.40381,..,..,4.87326,81.22093,..,..,..,..
Uzbekistan,UZB,1993,YR1993,..,..,..,..,..,3194000,..,..,9.77117,..,..,6.63389,94.76988,..,..,..,..
Vanuatu,VUT,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,1993,YR1993,..,..,..,..,..,1286046,..,..,9.44908,..,..,2.83462,56.69244,..,..,..,..
Vietnam,VNM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,1993,YR1993,..,..,..,..,..,12502,..,..,14.06187,..,..,6.66536,111.08939,..,..,..,..
West Bank and Gaza,PSE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,1993,YR1993,..,..,..,..,..,639559,..,..,9.86173,..,..,2.28303,38.05048,..,..,..,..
Afghanistan,AFG,1994,YR1994,..,..,..,..,..,497762,..,..,3.68653,..,..,1.28652,21.44198,..,..,..,..
Albania,ALB,1994,YR1994,..,..,..,..,..,350912,..,..,9.55948,..,..,5.49832,68.72906,..,..,..,..
Algeria,DZA,1994,YR1994,..,..,..,..,1618622,2412079,75.57908,90.51849,9.39079,0.85373,8.13475,3.52341,58.72354,..,..,..,..
American Samoa,ASM,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,1994,YR1994,..,..,..,..,..,2307821,..,..,11.25023,..,..,3.48227,69.64543,..,..,..,..
Armenia,ARM,1994,YR1994,..,..,..,..,..,343096,..,..,9.65797,..,..,5.79774,96.62907,..,..,..,..
Aruba,ABW,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
